university,program,decision,term,citizenship,gpa_raw,gre_total,institution_clean
Drexel University,Computer Science Masters,Accepted,F19,International,3.2,161.0,drexel university
Berkeley College,Computer Science Masters,Accepted,F17,International,3.88,170.0,berkeley college
Carnegie Mellon University,Computer Science Masters,Accepted,F16,International,3.59,167.0,carnegie mellon university
University of Southern California,Computer Science Masters,Accepted,F19,American,4.0,170.0,university of southern california
George Washington University,Computer Science Masters,Accepted,F18,International,3.5,147.0,george washington university
Stony Brook University,Computer Science MS Masters,Accepted,F17,International,3.7,170.0,stony brook university
North Carolina State University,Computer Science Masters,Accepted,F15,International,3.12,170.0,north carolina state university
Cornell University,Computer Science Masters,Accepted,F17,American,3.88,168.0,cornell university
University of Dallas,Computer Science Masters,Accepted,F16,International,3.69,165.0,university of dallas
"University of California, Irvine",Computer Science Masters,Accepted,F16,International,3.75,170.0,university of california irvine
Brown University,Computer Science Masters,Accepted,F15,International,3.4,165.0,brown university
University of Southern California,Computer Science Masters,Accepted,F20,International,3.75,170.0,university of southern california
University of Virginia,Computer Science Masters,Accepted,F17,International,3.4,148.0,university of virginia
University of Illinois Chicago (UIC),Computer Science Masters,Accepted,F19,American,3.51,162.0,university of illinois chicago uic
Georgia Institute of Technology,Computer Science Masters,Accepted,F19,American,3.85,167.0,georgia institute of technology
University of Southern California,Computer Science Masters,Accepted,F15,International,3.9,162.0,university of southern california
Arizona State University,Computer Science Masters,Accepted,F20,International,3.3,165.0,arizona state university
Carnegie Mellon University,Computer Science Masters,Accepted,F20,International,3.83,167.0,carnegie mellon university
ีUniversity Of Southern California (USC) - Viterbi School Of Engineering,Computer Science ( Intelligent Robotics) Masters,Accepted,F18,American,3.5,165.0,university of southern california usc viterbi school of engineering
New York University,Computer Science Masters,Accepted,F15,American,3.92,155.0,new york university
University of Chicago,Computer Science Masters,Accepted,F20,International,4.0,167.0,university of chicago
University of California (UCLA),Computer Science Masters,Accepted,F18,American,3.6,169.0,university of california ucla
University of California,Computer Science Masters,Accepted,F15,International,3.9,168.0,university of california
Santa Clara University,Computer Science Masters,Accepted,F18,International,3.3,162.0,santa clara university
University of Chicago,Computer Science Masters,Accepted,F17,International,3.52,164.0,university of chicago
University of California,Computer Science Masters,Accepted,F16,International,4.0,167.0,university of california
Indiana University,Computer Science Masters,Accepted,F15,International,3.55,170.0,indiana university
Columbia University,Computer Science Masters,Accepted,F17,International,3.9,168.0,columbia university
George Washington University,Computer Science Masters,Accepted,F19,International,3.5,143.0,george washington university
University of Chicago,Computer Science Masters,Accepted,F19,American,3.8,167.0,university of chicago
New York University,Computer Science Masters,Accepted,F15,American,3.81,163.0,new york university
UC Berkeley (UCB),Computer Science (EECS Meng) Masters,Accepted,F18,American,3.41,167.0,uc berkeley ucb
Illinois Institute of Technology,Computer Science Masters,Accepted,F19,International,3.53,161.0,illinois institute of technology
Cornell University,Computer Science Masters,Accepted,F17,American,3.41,168.0,cornell university
University of Illinois Urbana-Champaign,Computer Science Masters,Accepted,F17,International,4.0,170.0,university of illinois urbanachampaign
Northeastern University,Computer Science Masters,Accepted,F19,International,3.8,166.0,northeastern university
University of Southern California,Computer Science Masters,Accepted,F17,International,3.77,168.0,university of southern california
University of San Diego,Computer Science Masters,Accepted,F20,International,3.75,330.0,university of san diego
Amherst College,Computer Science Masters,Accepted,F15,International,3.8,170.0,amherst college
Brown University,Computer Science Masters,Accepted,F18,American,3.61,170.0,brown university
Brown University,Computer Science Masters,Accepted,F17,American,3.9,167.0,brown university
"University of California, Irvine",Computer Science Masters,Accepted,F16,International,3.8,165.0,university of california irvine
University of California,"Computer Science, MS CS Masters",Accepted,F18,International,3.96,168.0,university of california
UBC,Computer Science Masters,Accepted,F15,International,3.7,164.0,ubc
University of San Diego,Computer Science Masters,Accepted,F20,International,3.88,168.0,university of san diego
The City College of New York,Computer Science Masters,Accepted,F16,International,3.8,158.0,the city college of new york
University of Massachusetts Amherst,Computer Science Masters,Accepted,F17,International,3.0,167.0,university of massachusetts amherst
University of Michigan,Computer Science Masters,Accepted,F19,International,3.93,169.0,university of michigan
Carnegie Mellon University,Computer Science Masters,Accepted,F15,International,3.8,170.0,carnegie mellon university
University of Dallas,Computer Science Masters,Accepted,F17,American,3.23,163.0,university of dallas
Ohio State University,Computer Science Engineering Masters,Accepted,F18,International,3.98,170.0,ohio state university
Brown University,"Computer Science, Master Masters",Accepted,F17,International,3.6,170.0,brown university
Stanford University,Computer Science Masters,Accepted,F19,International,3.98,170.0,stanford university
Saint Louis University,Computer Science Masters,Accepted,F19,American,3.16,157.0,saint louis university
University Of Washington Tacoma,Computer Science Masters,Accepted,F18,International,3.98,161.0,university of washington tacoma
University of Massachusetts Amherst,Computer Science Masters,Accepted,F20,American,3.95,162.0,university of massachusetts amherst
Arizona State University,Computer Science Masters,Accepted,F16,International,3.6,167.0,arizona state university
University of Massachusetts Amherst,Computer Science Masters,Accepted,F16,International,3.0,165.0,university of massachusetts amherst
University of Virginia,Computer Science Masters,Accepted,F18,American,3.6,168.0,university of virginia
University of California,Computer Science Masters,Accepted,F15,American,3.2,157.0,university of california
University of California,Computer Science Masters,Accepted,F15,International,3.8,170.0,university of california
University of Southern California,Computer Science Masters,Accepted,F16,American,3.9,168.0,university of southern california
Syracuse University,Computer Science Masters,Accepted,F15,International,3.05,168.0,syracuse university
Stony Brook University,Computer Science Masters,Accepted,F15,International,3.74,167.0,stony brook university
New York University,Computer Science Masters,Accepted,F18,International,3.7,170.0,new york university
Illinois Institute of Technology,Computer Science Masters,Accepted,F19,International,3.53,160.0,illinois institute of technology
New York University,Computer Science Masters,Accepted,F19,International,3.43,167.0,new york university
University of Wisconsin,Computer Science (Professional Masters Program) Masters,Accepted,F19,International,3.9,170.0,university of wisconsin
University of Maryland,Computer Science Masters,Accepted,F16,International,3.82,153.0,university of maryland
University of California,Computer Science Masters,Accepted,F19,American,3.75,162.0,university of california
University of New Brunswick,Computer Science Masters,Accepted,F15,International,3.6,167.0,university of new brunswick
Yale University,Computer Science Masters,Accepted,F19,International,3.88,168.0,yale university
"University of California, Irvine",Computer Science Masters,Accepted,F15,International,3.7,170.0,university of california irvine
Indiana University,Computer Science Masters,Accepted,F19,International,3.36,162.0,indiana university
University of Southern California,Computer Science - Scientists And Engineers Masters,Accepted,S17,American,3.73,167.0,university of southern california
University of Southern California,Computer Science Masters,Accepted,F19,American,3.84,170.0,university of southern california
University Of Massachussetts Amherst,Computer Science Masters,Accepted,F17,International,3.6,168.0,university of massachussetts amherst
