university,program,decision,term,citizenship,gpa_raw,gre_total
University of California,Computer Science Masters,Accepted,F19,American,3.75,162.0
University of New Brunswick,Computer Science Masters,Accepted,F15,International,3.6,167.0
Yale University,Computer Science Masters,Accepted,F19,International,3.88,168.0
"University of California, Irvine",Computer Science Masters,Accepted,F15,International,3.7,170.0
Indiana University,Computer Science Masters,Accepted,F19,International,3.36,162.0
University of Southern California,Computer Science - Scientists And Engineers Masters,Accepted,S17,American,3.73,167.0
University of Southern California,Computer Science Masters,Accepted,F19,American,3.84,170.0
University Of Massachussetts Amherst,Computer Science Masters,Accepted,F17,International,3.6,168.0
Ohio University,Computer Science Masters,Accepted,F15,International,3.04,167.0
Georgia Institute of Technology,Computer Science Masters,Accepted,F19,American,3.84,164.0
University of Southern California,Computer Science Masters,Accepted,Spring 2020,American,3.7,165.0
University of California,Computer Science Masters,Accepted,F16,International,3.6,168.0
Utah State University,Computer Science Masters,Accepted,F15,International,3.7,164.0
Athens State University,Computer Science Masters,Accepted,F15,International,3.87,161.0
San Jose State University (SJSU),Computer Science Masters,Accepted,F19,International,3.36,162.0
New York University,Computer Science Masters,Accepted,S17,International,3.8,170.0
University of Manitoba,Computer Science Masters,Accepted,F15,International,3.7,162.0
Carnegie Mellon University,Computer Science Masters,Accepted,F19,American,3.9,169.0
Indiana University,Computer Science Masters,Accepted,F15,International,3.51,164.0
Stony Brook University,Computer Science Masters,Accepted,F15,International,3.6,162.0
Columbia College,Computer Science Masters,Accepted,F19,International,3.7,169.0
University of Illinois Chicago (UIC),Computer Science Masters,Accepted,F19,International,3.36,162.0
ีUniversity Of Florida (UFL),Computer Science Masters,Accepted,F16,International,3.6,167.0
University of Illinois Urbana-Champaign,Computer Science Masters,Accepted,F15,American,3.88,168.0
George Washington University,Computer Science Masters,Accepted,Spring 2020,International,3.2,156.0
Carnegie Mellon University,Computer Science - LTI - Intelligent Information Systems Masters,Accepted,F18,International,3.92,167.0
Northeastern University,Computer Science Masters,Accepted,F19,International,3.9,167.0
Buffalo State University,Computer Science Masters,Accepted,F15,International,3.5,165.0
University of San Diego,Computer Science Masters,Accepted,F19,International,3.73,166.0
Columbia College,Computer Science Masters,Accepted,F15,International,3.97,169.0
ีUniversity Of Southern California (USC) - Viterbi School Of Engineering,Computer Science - Scientists And Engineers Masters,Accepted,F16,International,3.61,158.0
McGill University,Computer Science - Thesis Masters,Accepted,F16,International,3.31,170.0
University of Southern California,Computer Science (Scientists & Engineers) Masters,Accepted,F15,International,3.67,170.0
Columbia College,Computer Science Masters,Accepted,F19,International,3.75,168.0
Carnegie Mellon University,Computer Science MIIS Masters,Accepted,F16,International,3.74,168.0
New Jersey Institute of Technology,Computer Science Masters,Accepted,F19,International,3.8,168.0
University of Southern California,Computer Science Masters,Accepted,F19,International,3.58,157.0
University of Pennsylvania,Computer Science Masters,Accepted,F15,International,3.98,166.0
KU Leuven,Computer Science Masters,Accepted,Fall 2026,American,3.85,330.0
Tamkang University,Computer Science Masters,Accepted,Fall 2026,International,2.45,320.0
Arizona State University,Computer Science Masters,Accepted,Fall 2026,International,3.0,161.0
University of Mumbai,Computer Science Masters,Accepted,Fall 2026,International,3.8,330.0
University of Arizona,Computer Science Masters,Accepted,Fall 2026,American,3.85,170.0
New Jersey Institute of Technology,Computer Science Masters,Accepted,Fall 2025,International,3.14,314.0
National University of Singapore,Computer Science Masters,Accepted,Fall 2025,International,3.9,321.0
NYU Tandon School of Engineering,Computer Science Masters,Accepted,Fall 2025,International,3.36,323.0
University of Southern California,Computer Science Masters,Accepted,Fall 2025,International,3.9,316.0
University College London,Computer Science Masters,Accepted,Fall 2025,International,3.18,326.0
Courant Institute of Mathematical Sciences,Computer Science Masters,Accepted,Fall 2025,International,3.5,319.0
New York University Courant,Computer Science Masters,Accepted,Fall 2025,American,3.5,324.0
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2025,American,3.97,330.0
University of Southern California,Computer Science Masters,Accepted,Fall 2025,International,3.8,320.0
Georgia Institute of Technology,Computer Science Masters,Accepted,Fall 2025,International,3.8,336.0
Georgia Institute of Technology,Computer Science Masters,Accepted,Fall 2025,International,3.3,167.0
Georgia Institute of Technology,Computer Science Masters,Accepted,Fall 2025,International,3.97,169.0
University of California (UCSC),Computer Science Masters,Accepted,Fall 2025,International,3.8,326.0
University of Southern California,Computer Science Masters,Accepted,Fall 2025,International,3.8,326.0
Stony Brook University,Computer Science Masters,Accepted,Fall 2025,International,3.72,168.0
Rensselaer Polytechnic Institute,Computer Science Masters,Accepted,Fall 2025,American,3.55,161.0
Boston University,Computer Science Masters,Accepted,Fall 2025,American,3.55,161.0
ETHZ - ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,4.0,170.0
University of Michigan - Ann Arbor,Computer Science and Engineering Masters,Accepted,Fall 2025,International,4.0,325.0
University of Michigan - Ann Arbor,Computer Science and Engineering Masters,Accepted,Fall 2025,International,4.0,170.0
Stony Brook University,Computer Science Masters,Accepted,Fall 2025,International,3.5,316.0
University of Wisconsin - Madison,Computer Science Masters,Accepted,Fall 2025,International,3.6,170.0
University of Minnesota - Duluth,Computer Science Masters,Accepted,Fall 2025,International,3.3,330.0
Simon Fraser University,Computer Science Masters,Accepted,Fall 2025,International,3.4,327.0
Stony Brook University,Computer Science Masters,Accepted,Fall 2025,International,3.82,170.0
Boston University,Computer Science Masters,Accepted,Fall 2025,American,3.96,333.0
University of Florida,Computer Science Masters,Accepted,Fall 2025,International,3.7,321.0
Rice University,Computer Science Masters,Accepted,Fall 2025,International,3.7,321.0
University of Southern California,Computer Science Masters,Accepted,Fall 2025,International,3.58,170.0
University of California,Computer Science Masters,Accepted,Fall 2025,American,3.95,335.0
McGill University,Computer Science Masters,Accepted,Fall 2025,American,3.95,335.0
Stanford University,Computer Science Masters,Accepted,Fall 2025,International,4.0,331.0
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2025,International,3.0,323.0
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2025,International,3.53,325.0
University of Florida,Computer Science Masters,Accepted,Fall 2025,International,3.76,324.0
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2025,International,3.37,318.0
Yale University,Computer Science Masters,Accepted,Fall 2025,International,3.94,334.0
Columbia University,Computer Science Masters,Accepted,Fall 2025,International,3.86,168.0
University of Florida,Computer Science Masters,Accepted,Fall 2025,International,3.6,320.0
Arizona State University,Computer Science Masters,Accepted,Fall 2025,International,3.87,336.0
Virginia Tech,Computer Science & Applications Masters,Accepted,Fall 2025,International,3.87,336.0
Yale University,Computer Science Masters,Accepted,Fall 2025,American,3.96,337.0
Columbia University,Computer Science Masters,Accepted,Fall 2025,International,3.91,170.0
University of Illinois Chicago (UIC),Computer Science Masters,Accepted,Fall 2025,International,3.4,304.0
University of Massachusetts,Computer Science Masters,Accepted,Fall 2025,International,3.8,168.0
University of Massachusetts,Computer Science Masters,Accepted,Fall 2025,International,3.7,340.0
North Carolina A&T State University,Computer Science Masters,Accepted,Fall 2025,International,3.4,333.0
Columbia University,Computer Science Masters,Accepted,Fall 2025,International,3.67,323.0
Carnegie Mellon,Computer Science Masters,Accepted,Fall 2025,International,3.91,170.0
Columbia University,Computer Science Masters,Accepted,Fall 2025,American,3.84,170.0
Boston University,Computer Science Masters,Accepted,Fall 2025,International,3.91,316.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2025,International,3.92,170.0
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2025,American,3.98,309.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2025,International,4.0,331.0
Arizona State University,Computer Science Masters,Accepted,Fall 2025,International,3.89,322.0
New York University,Computer Science Masters,Accepted,Fall 2025,International,3.89,322.0
University of Pittsburgh,Computer Science Masters,Accepted,Fall 2025,International,3.9,322.0
University of Pittsburgh,Computer Science Masters,Accepted,Fall 2025,International,3.7,340.0
NC State University,Computer Science Masters,Accepted,Fall 2025,International,3.5,309.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2025,International,3.86,170.0
Columbia University,Computer Science Masters,Accepted,Fall 2025,American,3.85,334.0
Boston University,Computer Science Masters,Accepted,Fall 2025,International,2.8,320.0
University of Pittsburgh,Computer Science Masters,Accepted,Fall 2025,International,3.7,340.0
University of Illinois Urbana-Champaign,Computer Science Masters,Accepted,Fall 2025,International,3.93,329.0
Clarkson University,Computer Science Masters,Accepted,Fall 2025,International,3.25,336.0
University of Washington-Bothell Campus,Computer Science Masters,Accepted,Fall 2025,International,3.7,340.0
Columbia University,Computer Science Masters,Accepted,Fall 2025,International,3.72,328.0
Columbia University,Computer Science Masters,Accepted,Fall 2025,International,3.72,328.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2025,International,3.83,321.0
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2025,American,3.86,168.0
Columbia University,Computer Science Masters,Accepted,Fall 2025,American,3.86,168.0
University of Chicago,Computer Science Masters,Accepted,Fall 2025,American,3.86,168.0
